location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price
Mount lavinia,3135,1,2,3,1.0,1,0,4.83,1976,no,no,Residential,9409631
Mount lavinia,4773,2,4,3,1.0,1,0,16.95,2012,no,no,Residential,71069515
Mount lavinia,3473,3,5,3,1.0,1,1,21.88,1979,no,no,Residential,36001572
Mount lavinia,2424,2,1,2,1.0,1,2,8.76,1988,no,yes,Residential,81883378
Mount lavinia,1893,2,4,3,1.0,1,1,18.25,1992,no,no,Residential,40793068
Mount lavinia,5369,3,3,3,1.0,0,1,11.8,2010,no,yes,Residential,91407488
Mount lavinia,5396,1,2,3,1.0,0,1,12.11,1978,no,no,Residential,70191626
Mount lavinia,5454,2,3,2,1.0,0,2,9.18,1998,no,no,Residential,76734817
Mount lavinia,3986,2,4,3,1.0,1,0,16.74,1987,yes,no,Residential,29328402
Mount lavinia,3572,3,1,2,1.0,1,0,10.94,1995,no,no,Residential,7190218
Mount lavinia,4522,3,5,1,1.0,1,2,21.28,2007,no,no,Residential,19430944
Mount lavinia,5597,3,4,3,1.0,0,2,24.18,1994,no,yes,Commercial,6032455
Mount lavinia,1592,3,1,4,1.0,0,0,23.57,1979,no,no,Residential,80127084
Mount lavinia,5887,3,4,2,1.0,1,1,6.59,1998,no,no,Residential,20701447
Mount lavinia,2986,3,2,1,1.0,0,0,3.31,2009,no,no,Commercial,44804129
Mount lavinia,2840,1,3,2,1.0,0,2,12.65,2004,no,yes,Residential,86384410
Mount lavinia,2076,2,5,2,1.0,1,0,19.04,2002,no,no,Residential,12782733
Mount lavinia,4007,1,1,1,1.0,1,0,24.5,2019,no,no,Residential,22428897
Mount lavinia,989,1,5,3,1.0,0,0,20.24,1981,yes,yes,Residential,73134188
Mount lavinia,1599,3,5,3,1.0,1,2,15.77,2016,no,no,Residential,93599162
Mount lavinia,5220,2,5,2,1.0,0,2,3.58,2009,no,yes,Residential,90439972
Mount lavinia,2455,1,1,1,1.0,0,0,21.16,2004,no,yes,Residential,49032960
Mount lavinia,1258,3,1,3,1.0,0,0,6.9,2008,no,no,Residential,15528200
Mount lavinia,3363,3,5,2,1.0,1,1,4.22,2013,no,no,Residential,82169075
Mount lavinia,4263,2,3,4,1.0,0,1,21.71,1983,no,no,Residential,70784201
Mount lavinia,5586,1,4,1,1.0,0,0,15.46,1986,no,no,Residential,64595485
Mount lavinia,2081,1,5,4,1.0,1,2,5.83,2003,no,no,Residential,44518250
Mount lavinia,4331,1,2,4,1.0,1,1,11.5,1984,no,no,Residential,78054417
Mount lavinia,1051,3,5,2,1.0,0,0,4.88,2001,no,no,Residential,52314768
Mount lavinia,3075,2,1,1,1.0,1,1,17.04,1993,yes,no,Residential,75271941
Mount lavinia,3822,2,4,3,1.0,1,1,9.21,1987,yes,no,Commercial,60275530
Mount lavinia,2137,1,2,3,1.0,0,1,22.05,2016,no,no,Residential,39996439
Mount lavinia,3693,3,4,2,1.0,1,2,10.87,2011,no,no,Commercial,35953696
Mount lavinia,1482,1,4,3,1.0,0,0,13.88,2006,no,yes,Residential,53133856
Mount lavinia,5008,2,2,3,1.0,1,2,4.4,1989,yes,yes,Residential,10895413
Mount lavinia,4668,3,5,4,1.0,1,2,9.06,1995,no,no,Residential,80631249
Mount lavinia,5535,1,5,4,1.0,0,1,17.89,1977,no,yes,Residential,7440894
Mount lavinia,3166,1,5,1,1.0,0,0,19.2,1982,no,yes,Residential,96735838
Mount lavinia,3877,3,3,4,1.0,1,1,8.34,1980,no,no,Residential,11443023
Mount lavinia,974,2,5,3,1.0,1,2,14.08,2003,yes,yes,Residential,74860545
Mount lavinia,5146,3,2,1,1.0,1,2,20.99,1993,no,no,Residential,35635016
Mount lavinia,4297,1,3,1,1.0,0,0,11.36,1991,no,no,Residential,16627603
Mount lavinia,3662,1,5,2,1.0,1,2,5.94,1984,no,yes,Commercial,95827984
Mount lavinia,5290,1,3,4,1.0,0,2,12.5,2007,no,yes,Residential,44395385
Mount lavinia,3850,1,2,1,1.0,1,0,16.21,1987,no,yes,Residential,82730642
Mount lavinia,5929,2,5,3,1.0,1,1,3.16,2001,no,no,Residential,35307839
Nawala,5195,2,1,1,1.0,1,0,10.67,2016,yes,no,Residential,68909481
Nawala,5159,1,2,1,1.0,1,2,16.36,1986,no,no,Residential,98705546
Nawala,712,2,4,2,1.0,1,0,23.94,1976,no,no,Residential,49089804
Nawala,5731,2,4,3,1.0,0,1,11.99,1984,no,no,Residential,29112716
Nawala,3797,2,2,3,1.0,0,2,6.59,1995,no,no,Commercial,71354500
Nawala,2978,1,4,4,1.0,0,1,14.75,1997,no,yes,Residential,98205713
Nawala,2524,3,2,3,1.0,1,1,9.29,1975,no,no,Residential,27990567
Nawala,739,3,1,1,1.0,0,0,7.73,2007,no,no,Commercial,52704755
Nawala,2024,3,2,3,1.0,0,1,15.99,2000,no,yes,Residential,80590869
Nawala,3549,1,5,3,1.0,1,0,23.15,1989,no,no,Residential,54298863
Nawala,3768,2,5,1,1.0,1,0,21.37,1996,no,yes,Residential,6221728
Nawala,1116,2,3,2,1.0,0,1,7.01,1999,no,no,Residential,43861719
Nawala,3216,1,4,4,1.0,0,0,19.85,1975,no,yes,Residential,15649078
Nawala,1487,1,4,4,1.0,0,0,8.06,2000,yes,yes,Residential,54832668
Nawala,3704,3,2,2,1.0,0,1,9.4,1995,no,no,Commercial,75638092
Nawala,649,3,4,1,1.0,0,2,23.24,2015,no,no,Residential,26122552
Nawala,4551,1,5,4,1.0,0,0,23.04,1998,no,no,Residential,24783473
Nawala,4160,3,1,2,1.0,0,0,6.71,2013,no,no,Residential,33392538
Nawala,618,2,2,2,1.0,1,1,4.41,1990,no,no,Residential,45475328
Nawala,5421,1,4,2,1.0,0,0,9.45,2006,no,no,Residential,75979270
Nawala,2073,1,5,4,1.0,1,1,15.8,1990,no,yes,Commercial,67298883
Nawala,4661,2,3,4,1.0,1,2,22.29,1987,no,yes,Residential,84868479
Nawala,3206,2,4,4,1.0,1,2,5.61,2016,no,no,Residential,90463881
Nawala,1051,2,1,4,1.0,0,1,12.13,2006,no,no,Residential,91321895
Nawala,5860,3,1,3,1.0,0,2,8.98,2015,no,no,Residential,49791522
Nawala,5803,1,4,2,1.0,1,1,3.33,2018,no,no,Residential,59667254
Nawala,4365,3,4,3,1.0,0,0,20.35,1998,no,yes,Residential,86885350
Nawala,3038,2,5,2,1.0,0,2,20.89,1987,yes,no,Residential,40159290
Nawala,4910,3,4,4,1.0,1,0,7.87,1985,no,no,Residential,54525945
Nawala,2149,2,3,4,1.0,0,0,6.33,1989,yes,no,Residential,7488568
Nawala,4074,3,5,3,1.0,1,1,6.18,1984,no,no,Residential,6306383
Nawala,727,3,2,1,1.0,1,2,13.21,2016,no,no,Residential,97843453
Nawala,5455,2,3,4,1.0,1,2,8.42,2015,no,no,Residential,16304073
Nawala,3361,3,5,1,1.0,1,0,14.25,1977,no,no,Residential,43395846
Nawala,5056,1,5,2,1.0,0,0,11.47,1990,no,yes,Residential,13305065
Nawala,5264,3,1,3,1.0,1,1,7.64,2018,yes,no,Residential,39792491
Nawala,2015,3,5,1,1.0,0,2,19.53,1991,no,no,Residential,42091245
Nawala,801,1,3,1,1.0,0,1,6.31,1999,no,no,Residential,62216848
Nawala,2969,2,4,4,1.0,0,1,20.58,2004,no,no,Residential,29639688
Nawala,1117,1,3,1,1.0,0,1,15.35,2021,no,no,Residential,40273081
Nawala,1941,3,2,1,1.0,1,2,21.3,2009,no,yes,Residential,80826279
Nawala,5376,2,5,2,1.0,1,1,3.1,2011,yes,no,Residential,50406665
Nawala,2588,3,5,3,1.0,1,2,19.48,1987,no,no,Residential,23075619
Nawala,4145,3,5,4,1.0,1,1,4.13,1998,no,no,Commercial,84504350
Nawala,5120,1,5,4,1.0,1,0,23.9,2012,yes,no,Residential,74553566
Nawala,4402,1,1,1,1.0,0,1,18.46,2000,no,no,Residential,69551812
Nawala,3875,2,1,2,1.0,1,1,10.04,1983,no,no,Residential,5561783
Nawala,4254,2,4,1,1.0,0,2,10.04,1993,yes,no,Residential,19591377
Nawala,3034,2,5,1,1.0,0,0,21.95,2002,no,yes,Residential,53371077
Nawala,5473,3,2,4,1.0,1,0,22.86,1981,no,no,Residential,55533737
Nawala,807,1,4,1,1.0,0,2,22.61,2019,yes,no,Commercial,60741822
Nawala,3233,1,5,1,1.0,0,2,20.79,1996,no,no,Residential,14225243
Nawala,4717,1,1,2,1.0,1,0,21.02,2004,no,no,Residential,64361819
Nawala,753,2,2,4,1.0,1,2,15.6,2011,no,no,Residential,64395257
Nawala,3966,1,4,3,1.0,1,0,3.62,1990,no,no,Residential,44553218
Nawala,4914,1,2,2,1.0,0,1,4.91,2010,no,no,Residential,86984657
Nawala,5364,1,5,2,1.0,1,1,17.29,1979,no,no,Residential,12344899
Nawala,2118,2,3,2,1.0,1,0,11.83,2003,no,no,Residential,51736231
Nawala,3200,1,2,4,1.0,0,0,15.48,1997,no,no,Residential,44377584
Nawala,5645,2,2,1,1.0,1,1,8.08,1980,no,no,Commercial,72082111
Nawala,2795,1,1,3,1.0,0,1,17.29,2010,no,no,Residential,23767977
Nawala,5098,1,5,4,1.0,0,0,8.34,2007,no,no,Residential,57476255
Nawala,5291,1,2,1,1.0,1,2,13.14,2023,no,yes,Residential,99695122
Nawala,4154,2,5,2,1.0,0,2,13.53,2015,no,no,Residential,49682588
Nawala,3014,2,1,4,1.0,0,0,6.91,1990,no,no,Residential,41591072
Nawala,3449,1,5,1,1.0,1,2,22.28,2008,no,no,Residential,52643457
Nawala,5853,3,1,3,1.0,1,1,14.57,2017,no,no,Commercial,43234425
Nawala,2342,2,1,3,1.0,1,1,22.07,2000,no,no,Residential,80579246
Nawala,1906,2,4,1,1.0,0,2,8.78,2011,no,yes,Residential,11127584
Nawala,4449,1,5,4,1.0,0,0,6.79,1987,no,no,Residential,56651560
Nawala,4768,3,3,2,1.0,1,1,3.4,1991,yes,no,Residential,86304896
Nawala,5176,1,4,1,1.0,1,1,5.07,2006,no,yes,Residential,36142271
Nawala,5255,2,1,2,1.0,1,1,6.24,2006,no,no,Residential,8313680
Nawala,5440,2,3,3,1.0,0,2,4.73,2002,no,no,Residential,58069169
Nawala,4795,1,2,1,1.0,1,0,22.73,2003,no,yes,Commercial,46748303
Nawala,5778,1,2,3,1.0,0,2,23.05,1999,no,yes,Residential,52596609
Nawala,3155,3,4,2,1.0,1,0,23.62,2021,yes,no,Residential,56458933
Nawala,2905,3,3,2,1.0,0,0,24.12,1996,yes,no,Residential,97435568
Nawala,5108,2,5,1,1.0,0,2,13.82,2001,no,no,Residential,35031491
Nawala,1688,3,3,1,1.0,1,1,14.66,2018,no,no,Residential,57106655
Nawala,3242,3,4,1,1.0,0,0,5.88,2012,no,yes,Residential,84869852
Nawala,1777,2,5,3,1.0,0,2,6.02,1994,no,yes,Residential,69252988
Nawala,5516,2,5,2,1.0,1,1,20.0,2019,no,yes,Commercial,89971963
Nawala,5357,2,2,2,1.0,1,0,21.83,1998,no,no,Residential,63686777
Nawala,3594,2,3,3,1.0,0,0,20.26,2021,no,no,Residential,76248354
Nawala,1159,1,5,1,1.0,0,1,21.36,2021,no,no,Commercial,10442803
Nawala,3564,2,4,4,1.0,0,0,9.08,1982,no,yes,Residential,66525812
Nawala,1871,2,2,1,1.0,1,2,13.25,1988,no,yes,Residential,65860932
Nawala,2413,2,5,4,1.0,0,0,13.1,2013,no,no,Residential,76107953
Nawala,3515,3,3,4,1.0,0,0,24.9,1988,no,no,Residential,84981588
Nawala,1209,2,2,3,1.0,1,1,23.88,1979,no,no,Residential,76838393
Nawala,3061,1,3,2,1.0,1,2,16.17,2021,no,yes,Commercial,76320272
Nawala,4720,1,3,2,1.0,1,1,6.04,1995,no,no,Residential,6577190
Nawala,883,2,3,2,1.0,1,2,8.69,1989,no,no,Residential,58022221
Nawala,3528,1,2,2,1.0,1,1,11.0,2010,no,no,Residential,57990815
Nawala,4996,3,5,3,1.0,0,0,22.21,2007,no,yes,Residential,94431630
Nawala,1691,2,1,4,1.0,0,2,6.75,1991,no,yes,Residential,20424980
Nawala,5726,1,5,2,1.0,0,2,7.83,1994,no,no,Residential,80525813
Nawala,1416,1,2,4,1.0,1,0,10.69,1975,no,yes,Residential,71907213
Nawala,682,2,1,3,1.0,1,1,23.39,1990,yes,no,Residential,79125096
Padukka,2520,1,1,1,1.0,1,2,14.08,2019,no,yes,Residential,33901135
Padukka,4091,2,1,3,1.0,0,0,17.23,1992,no,yes,Residential,27753842
Padukka,3744,1,4,2,1.0,1,0,11.52,1984,no,no,Residential,16686656
Padukka,2693,3,2,1,1.0,1,2,7.15,1997,no,no,Residential,71214417
Padukka,5313,1,4,3,1.0,1,2,7.9,1992,no,yes,Residential,52915297
Padukka,775,1,1,3,1.0,0,2,20.66,2023,no,yes,Commercial,51511321
Padukka,5885,2,4,4,1.0,1,0,22.66,1983,no,no,Residential,43567868
Padukka,3304,1,4,3,1.0,1,1,13.85,2020,no,no,Residential,52978595
Padukka,5537,2,2,1,1.0,0,1,10.85,2004,no,no,Residential,96307392
Padukka,969,3,3,3,1.0,1,2,20.77,1987,no,no,Residential,11683802
Padukka,2418,2,4,2,1.0,1,0,17.81,2005,yes,no,Residential,95202506
Padukka,2701,2,4,4,1.0,1,0,3.9,2020,no,no,Residential,65659314
Padukka,5385,1,1,1,1.0,0,2,10.72,2017,no,no,Commercial,88251981
Padukka,4090,3,1,1,1.0,1,0,18.01,1987,no,no,Residential,60199835
Padukka,2379,2,1,3,1.0,1,0,15.62,2006,no,no,Residential,13038810
Padukka,1964,1,5,2,1.0,0,0,24.52,1991,no,no,Residential,14638293
Padukka,5062,1,4,4,1.0,0,2,22.05,1977,no,no,Residential,59745108
Padukka,3942,2,1,1,1.0,1,2,4.31,1975,no,no,Residential,70448567
Padukka,5339,1,2,4,1.0,0,2,18.97,1979,no,no,Commercial,76981074
Padukka,4276,2,5,3,1.0,1,1,10.4,2006,no,no,Residential,89063767
Padukka,3026,2,3,2,1.0,0,1,18.01,1999,no,no,Residential,45365593
Padukka,672,2,4,3,1.0,1,2,16.58,2019,no,no,Residential,46511064
Padukka,3562,3,4,4,1.0,1,0,14.07,1979,no,no,Residential,86768748
Padukka,5967,2,2,3,1.0,1,0,21.76,2011,no,yes,Residential,75392009
Padukka,1459,1,3,4,1.0,0,2,18.59,1997,no,no,Residential,82936778
Padukka,4456,3,3,1,1.0,0,0,22.57,1986,no,no,Commercial,80298583
Padukka,4738,1,5,1,1.0,1,0,9.2,2008,no,no,Residential,35324759
Padukka,3024,3,4,3,1.0,1,1,10.66,1997,no,no,Commercial,23913291
Padukka,1664,3,1,1,1.0,1,0,16.68,1990,yes,yes,Residential,87180176
Padukka,2817,3,2,4,1.0,1,0,24.26,2023,yes,yes,Commercial,47878306
Padukka,4617,3,2,1,1.0,0,2,11.17,1979,no,yes,Commercial,87166853
Padukka,2859,1,2,2,1.0,0,1,3.71,2018,yes,yes,Residential,29884427
Padukka,4351,2,2,2,1.0,1,1,12.81,2021,no,no,Residential,45956494
Padukka,2686,1,1,3,1.0,0,0,14.97,2002,no,no,Commercial,62170911
Padukka,968,2,1,3,1.0,0,2,20.62,1980,no,no,Residential,74434646
Padukka,3404,1,5,3,1.0,0,1,19.03,1987,no,no,Residential,92425734
Padukka,750,3,4,3,1.0,1,1,24.22,2017,yes,no,Residential,34388154
Padukka,1734,3,1,4,1.0,1,0,20.22,2004,no,yes,Residential,64333925
Padukka,5766,2,5,4,1.0,0,1,9.57,2000,no,no,Residential,64624862
Padukka,5719,2,3,2,1.0,0,2,17.11,1991,no,yes,Residential,14817515
Padukka,3384,1,4,4,1.0,1,2,17.79,1983,no,no,Residential,18143195
Padukka,4764,2,1,1,1.0,1,1,24.96,1990,no,no,Residential,35139979
Padukka,2946,1,3,2,1.0,1,2,6.05,2023,no,no,Residential,94277146
Padukka,5639,2,5,3,1.0,0,2,7.21,1992,no,yes,Commercial,38945411
Padukka,5497,2,1,3,1.0,0,0,6.42,1987,no,no,Residential,81389640
Padukka,2850,2,1,4,1.0,0,1,15.96,2003,no,no,Residential,79374164
Padukka,660,3,3,2,1.0,1,1,5.98,2017,no,no,Residential,18125051
Padukka,5641,3,1,4,1.0,1,0,17.43,2019,no,no,Residential,21296407
Padukka,3610,1,2,4,1.0,1,0,20.68,1998,yes,yes,Commercial,39903177
Padukka,4501,2,1,4,1.0,1,0,12.52,2019,no,no,Residential,8621093
Padukka,1937,1,4,2,1.0,1,0,15.34,2018,no,no,Residential,74054820
Padukka,1784,2,3,3,1.0,0,2,23.08,2020,no,no,Residential,49999196
Padukka,5026,3,4,1,1.0,0,2,15.53,1987,no,no,Commercial,9000570
Padukka,2151,3,5,3,1.0,0,0,7.59,1999,yes,yes,Residential,10753876
Padukka,5033,2,4,2,1.0,1,1,10.55,2015,no,no,Residential,47331710
Padukka,2229,2,2,3,1.0,0,1,14.66,2020,no,no,Residential,71132781
Padukka,1927,3,2,3,1.0,1,1,6.41,1975,no,no,Residential,91209038
Padukka,2126,3,4,1,1.0,0,0,16.48,1983,no,no,Residential,72644413
Padukka,2273,1,5,3,1.0,0,2,24.98,1978,no,no,Residential,72015784
Padukka,1961,3,1,3,1.0,1,2,17.36,2002,no,no,Residential,43204014
Padukka,2173,2,2,3,1.0,0,2,11.19,1986,no,no,Residential,86685330
Padukka,3286,1,4,4,1.0,0,2,10.3,1998,no,no,Residential,66682087
Padukka,4970,2,4,2,1.0,0,1,23.5,2020,no,no,Residential,80274862
Padukka,5883,1,4,2,1.0,0,1,22.17,1983,no,no,Residential,55526038
Padukka,2966,2,1,1,1.0,0,2,13.39,2009,no,no,Residential,34130755
Padukka,4357,3,3,4,1.0,0,0,10.78,2012,no,no,Residential,73760020
Padukka,3034,2,5,4,1.0,0,2,18.63,2009,no,no,Commercial,39434601
Padukka,2593,1,3,3,1.0,1,2,9.92,2007,no,yes,Residential,66590390
Padukka,1469,2,5,2,1.0,0,0,5.63,2009,no,yes,Residential,36979369
Padukka,1614,1,5,1,1.0,1,2,9.82,2020,no,yes,Residential,6362279
Padukka,2511,2,4,4,1.0,0,1,12.55,1994,no,no,Commercial,22959431
Padukka,1202,3,2,3,1.0,1,0,8.62,1976,no,no,Residential,17248136
Padukka,4421,3,4,1,1.0,1,0,7.77,2018,no,no,Residential,9007873
Padukka,1290,2,1,4,1.0,0,2,3.14,2000,no,no,Residential,19311059
Padukka,1093,2,5,1,1.0,1,1,16.88,2016,no,no,Residential,51628673
Padukka,1089,2,2,4,1.0,1,1,16.52,1987,no,yes,Residential,50856835
Padukka,3156,1,5,1,1.0,0,1,7.14,2004,no,no,Residential,22406646
Padukka,5085,2,5,4,1.0,1,2,23.76,2006,no,yes,Residential,54218893
Padukka,894,2,4,4,1.0,0,2,12.01,2010,no,no,Residential,75604884
Padukka,4627,1,2,1,1.0,1,1,3.56,1993,no,no,Residential,19767599
Padukka,3443,3,2,4,1.0,1,2,7.83,1996,no,no,Residential,78295398
Padukka,3512,2,5,4,1.0,1,1,18.23,1975,no,no,Residential,10889329
Padukka,2317,2,2,4,1.0,1,2,7.44,1985,yes,yes,Commercial,79297499
Padukka,3196,3,2,1,1.0,0,0,4.19,2000,no,no,Residential,44918708
Padukka,5344,3,4,1,1.0,0,0,16.59,2022,no,yes,Residential,89595567
Padukka,2473,1,3,4,1.0,0,2,14.4,1993,no,no,Residential,61585130
Padukka,5263,2,1,4,1.0,0,2,19.75,1993,no,no,Residential,26288385
Padukka,3858,2,3,1,1.0,0,1,20.0,1986,no,no,Residential,21770934
Padukka,3417,1,2,3,1.0,1,0,24.12,1977,no,no,Residential,38796705
Padukka,1044,3,5,4,1.0,0,1,4.25,1992,no,no,Commercial,91815693
Padukka,4241,1,1,3,1.0,1,2,3.86,2023,no,no,Residential,65048712
Padukka,5058,3,1,1,1.0,0,1,24.72,1979,no,yes,Residential,40786390
Padukka,5907,1,5,4,1.0,0,1,17.19,2022,no,no,Residential,10512555
Padukka,1341,3,1,3,1.0,0,2,18.74,1998,no,no,Residential,79752260
Padukka,2641,1,5,1,1.0,0,0,5.12,1988,no,no,Residential,13472635
Padukka,1279,3,1,3,1.0,1,1,4.54,2012,no,no,Residential,31389416
Padukka,3067,3,3,2,1.0,0,2,6.53,1977,no,no,Residential,75710684
Padukka,4297,3,1,1,1.0,1,1,12.4,1980,no,no,Commercial,50684898
Padukka,1958,3,4,2,1.0,1,2,5.42,1986,yes,no,Residential,51447729
Padukka,662,3,5,1,1.0,0,2,12.82,1985,no,no,Residential,23807137
Pannipitiya,3159,2,1,1,1.0,1,2,15.35,2013,yes,no,Commercial,58457964
Pannipitiya,5858,3,5,4,1.0,1,0,3.01,2000,no,no,Residential,44926384
Pannipitiya,4369,2,4,2,1.0,0,0,5.51,1975,yes,yes,Residential,39415496
Pannipitiya,5924,3,1,2,1.0,1,2,11.25,1990,no,no,Residential,78238706
Pannipitiya,4951,2,1,2,1.0,0,0,4.17,2022,no,yes,Residential,62143053
Pannipitiya,734,2,4,1,1.0,0,1,5.94,2023,no,no,Residential,39381292
Pannipitiya,4244,1,4,2,1.0,1,0,8.1,2021,no,yes,Residential,12846257
Pannipitiya,5570,3,4,2,1.0,1,0,12.45,1983,no,no,Commercial,20917623
Pannipitiya,5517,1,5,4,1.0,1,1,18.73,1979,no,yes,Residential,24380078
Pannipitiya,2735,1,4,3,1.0,1,1,5.92,1982,no,no,Residential,51923098
Pannipitiya,3878,3,5,3,1.0,1,1,19.24,1995,no,no,Residential,11505226
Pannipitiya,1422,1,3,2,1.0,1,2,21.81,2007,no,yes,Residential,49360605
Pannipitiya,3674,3,1,2,1.0,1,1,17.33,2013,no,no,Residential,11772850
Pannipitiya,5669,1,1,2,1.0,0,1,3.96,2017,no,no,Residential,22460390
Pannipitiya,3581,3,2,2,1.0,0,1,12.69,1994,no,no,Residential,31795361
Pannipitiya,720,3,3,3,1.0,0,2,17.52,2019,yes,no,Residential,72844210
Pannipitiya,2237,3,4,4,1.0,1,0,24.53,1996,no,no,Residential,46495959
Pannipitiya,5703,2,4,1,1.0,1,2,23.94,1987,no,no,Residential,8196495
Pannipitiya,1524,1,3,2,1.0,1,0,11.71,2013,no,no,Residential,84103801
Pannipitiya,1244,2,4,2,1.0,0,1,16.55,1985,no,no,Residential,69784279
Pannipitiya,2632,1,2,3,1.0,0,2,22.6,1992,no,no,Residential,18540892
Pannipitiya,3361,1,5,2,1.0,0,2,21.28,2004,no,no,Residential,99478377
Pannipitiya,2668,1,1,4,1.0,1,0,13.55,2007,no,yes,Residential,26755339
Pannipitiya,841,2,3,4,1.0,0,2,8.75,2018,no,no,Residential,81794998
Pannipitiya,3268,1,1,2,1.0,0,2,6.02,1977,no,yes,Residential,79053057
Pannipitiya,1402,2,5,3,1.0,1,0,13.74,1975,no,no,Residential,85748984
Pannipitiya,5659,3,3,2,1.0,0,2,18.9,2010,no,yes,Residential,20758524
Pannipitiya,4764,1,5,2,1.0,0,2,24.33,1980,no,no,Residential,53013415
Pannipitiya,5848,1,4,3,1.0,0,1,21.96,2011,yes,no,Residential,34295160
Pannipitiya,795,3,4,4,1.0,1,1,7.49,2003,no,yes,Residential,80735496
Pannipitiya,2787,3,4,1,1.0,0,1,18.84,1985,yes,yes,Residential,37637238
Pannipitiya,4115,1,5,2,1.0,1,1,9.36,1987,no,yes,Residential,99906027
Pannipitiya,2930,3,5,4,1.0,1,1,18.04,1985,yes,no,Residential,11229375
Pannipitiya,2959,2,5,2,1.0,0,2,17.65,2012,no,no,Residential,23354582
Pannipitiya,5441,2,1,1,1.0,0,2,8.99,1999,no,no,Residential,40537476
Pannipitiya,4206,1,5,3,1.0,1,1,8.16,1989,no,yes,Residential,94442271
Pannipitiya,876,2,4,4,1.0,1,0,5.29,1987,no,no,Residential,98189177
Pannipitiya,660,2,2,1,1.0,1,1,4.11,2016,yes,no,Residential,26306062
Pannipitiya,3990,1,5,2,1.0,1,2,21.89,2007,no,no,Residential,7887639
Pannipitiya,2513,3,2,1,1.0,1,0,4.1,1987,no,yes,Residential,93055199
Pannipitiya,4527,1,4,4,1.0,0,1,4.95,2012,no,no,Residential,92181124
Pannipitiya,3191,2,5,3,1.0,1,0,8.25,1998,no,no,Commercial,41712036
Pannipitiya,1166,1,1,2,1.0,0,1,22.53,1994,no,no,Residential,8133219
Pannipitiya,4535,1,1,3,1.0,1,2,10.32,2018,no,no,Residential,54388794
Pannipitiya,2171,2,2,3,1.0,0,1,7.22,1991,no,no,Residential,99309595
Pannipitiya,5317,2,1,1,1.0,1,0,18.74,1998,no,no,Residential,89271290
Pannipitiya,1800,1,1,1,1.0,0,2,10.02,2000,yes,no,Residential,83056319
Pannipitiya,5009,2,1,4,1.0,0,1,10.33,2014,no,yes,Commercial,28343035
Pannipitiya,3454,2,4,4,1.0,1,1,19.26,2006,no,yes,Residential,45815055
Pannipitiya,3495,2,1,3,1.0,1,1,8.54,2003,no,yes,Residential,34095409
Pannipitiya,1836,2,3,4,1.0,0,1,22.73,1988,no,no,Residential,88286364
Pannipitiya,736,2,5,3,1.0,0,2,15.35,2011,no,yes,Residential,5678387
Pannipitiya,1629,2,1,2,1.0,0,2,14.83,1996,no,yes,Residential,98472610
Pannipitiya,2756,3,1,3,1.0,1,1,8.82,2008,no,no,Residential,94485801
Pannipitiya,3194,1,1,4,1.0,1,2,21.37,2001,no,no,Residential,47777580
Pannipitiya,1261,2,3,4,1.0,1,0,15.6,2002,no,no,Commercial,8965782
Pannipitiya,3072,1,1,3,1.0,1,2,6.42,1996,no,no,Commercial,13222530
Pannipitiya,3277,3,1,1,1.0,0,0,7.54,2017,no,no,Residential,39108396
Pannipitiya,2908,2,5,3,1.0,1,0,13.3,1977,no,no,Residential,82873549
Pannipitiya,686,1,3,3,1.0,1,2,20.15,1996,no,no,Residential,45713283
Pannipitiya,3112,2,3,1,1.0,1,1,23.66,2022,no,no,Commercial,14440687
Pannipitiya,3542,2,1,2,1.0,1,2,17.6,1995,no,no,Residential,52480681
Pannipitiya,3373,2,3,1,1.0,1,0,14.14,1990,no,no,Residential,67205727
Pannipitiya,3104,2,2,4,1.0,0,0,8.52,1983,no,no,Residential,47884087
Pannipitiya,3910,2,3,1,1.0,1,2,17.8,1987,no,no,Commercial,72142263
Pannipitiya,2300,2,3,4,1.0,0,0,24.61,1984,no,no,Residential,8158712
Pannipitiya,4270,2,3,4,1.0,1,2,13.48,2023,no,no,Commercial,71647462
Pannipitiya,3300,3,4,3,1.0,1,2,6.57,1995,yes,no,Residential,61624031
Pannipitiya,4229,3,4,3,1.0,1,1,5.27,2023,no,no,Residential,64439043
Pannipitiya,5190,2,4,2,1.0,1,0,8.92,2016,no,no,Residential,94079511
Pannipitiya,2247,2,3,4,1.0,0,2,15.53,2014,no,yes,Residential,29963051
Pannipitiya,5764,3,2,3,1.0,0,0,23.83,1981,no,yes,Residential,36563853
Pannipitiya,3918,3,3,4,1.0,1,2,9.58,2020,no,no,Residential,80066537
Pannipitiya,4287,3,1,2,1.0,0,2,9.72,1996,no,no,Residential,72257381
Pannipitiya,1196,2,2,4,1.0,0,1,13.59,1992,no,yes,Residential,67757430
Pannipitiya,5145,1,4,2,1.0,1,2,23.21,1995,yes,no,Residential,80381686
Pannipitiya,1084,1,5,2,1.0,0,1,12.22,1988,no,yes,Residential,86492525
Pannipitiya,1245,1,2,2,1.0,0,0,7.91,1984,no,no,Residential,27638762
Pannipitiya,3689,1,4,3,1.0,1,1,6.59,2007,no,no,Residential,36921733
Pannipitiya,5357,2,2,1,1.0,1,1,13.05,1983,no,yes,Residential,37620835
Pannipitiya,5453,1,2,1,1.0,0,0,20.61,1992,no,no,Residential,77368708
