location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price,property_age,price_per_sqft,total_rooms
Mount lavinia,3075,2,1,1,1.0,1,1,17.04,1993,1,0,Residential,75300000,32,24487.80487804878,2
Mount lavinia,3822,2,4,3,1.0,1,1,9.21,1987,1,0,Commercial,60300000,38,15777.080062794348,7
Mount lavinia,2137,1,2,3,1.0,0,1,22.05,2016,0,0,Residential,40000000,9,18717.828731867103,5
Mount lavinia,3693,3,4,2,1.0,1,2,10.87,2011,0,0,Commercial,36000000,14,9748.17221770918,6
Mount lavinia,1482,1,4,3,1.0,0,0,13.88,2006,0,1,Residential,53100000,19,35829.95951417004,7
Mount lavinia,5008,2,2,3,1.0,1,2,4.4,1989,1,1,Residential,10900000,36,2176.517571884984,5
Mount lavinia,4668,3,5,4,1.0,1,2,9.06,1995,0,0,Residential,80600000,30,17266.49528706084,9
Mount lavinia,5535,1,5,4,1.0,0,1,17.89,1977,0,1,Residential,7440000,48,1344.1734417344173,9
Mount lavinia,3166,1,5,1,1.0,0,0,19.2,1982,0,1,Residential,96700000,43,30543.272267845863,6
Mount lavinia,3877,3,3,4,1.0,1,1,8.34,1980,0,0,Residential,11400000,45,2940.417848852205,7
Mount lavinia,974,2,5,3,1.0,1,2,14.08,2003,1,1,Residential,74900000,22,76899.3839835729,8
Mount lavinia,5146,3,2,1,1.0,1,2,20.99,1993,0,0,Residential,35600000,32,6917.994558880684,3
Mount lavinia,4297,1,3,1,1.0,0,0,11.36,1991,0,0,Residential,16600000,34,3863.160344426344,4
Mount lavinia,3662,1,5,2,1.0,1,2,5.94,1984,0,1,Commercial,95800000,41,26160.5679956308,7
Mount lavinia,5290,1,3,4,1.0,0,2,12.5,2007,0,1,Residential,44400000,18,8393.194706994329,7
Mount lavinia,3850,1,2,1,1.0,1,0,16.21,1987,0,1,Residential,82700000,38,21480.51948051948,3
Mount lavinia,5929,2,5,3,1.0,1,1,3.16,2001,0,0,Residential,35300000,24,5953.786473266993,8
Nawala,5195,2,1,1,1.0,1,0,10.67,2016,1,0,Residential,68900000,9,13262.752646775745,2
Nawala,5159,1,2,1,1.0,1,2,16.36,1986,0,0,Residential,98700000,39,19131.614654002715,3
Nawala,712,2,4,2,1.0,1,0,23.94,1976,0,0,Residential,49100000,49,68960.67415730337,6
Nawala,5731,2,4,3,1.0,0,1,11.99,1984,0,0,Residential,29100000,41,5077.647879951143,7
Nawala,3797,2,2,3,1.0,0,2,6.59,1995,0,0,Commercial,71400000,30,18804.31919936792,5
Nawala,2978,1,4,4,1.0,0,1,14.75,1997,0,1,Residential,98200000,28,32975.15110812626,8
Nawala,2524,3,2,3,1.0,1,1,9.29,1975,0,0,Residential,28000000,50,11093.50237717908,5
Nawala,739,3,1,1,1.0,0,0,7.73,2007,0,0,Commercial,52700000,18,71312.5845737483,2
Nawala,2024,3,2,3,1.0,0,1,15.99,2000,0,1,Residential,80600000,25,39822.134387351776,5
Nawala,3549,1,5,3,1.0,1,0,23.15,1989,0,0,Residential,54300000,36,15300.084530853761,8
Nawala,3768,2,5,1,1.0,1,0,21.37,1996,0,1,Residential,6220000,29,1650.7430997876859,6
Nawala,1116,2,3,2,1.0,0,1,7.01,1999,0,0,Residential,43900000,26,39336.91756272401,5
Nawala,3216,1,4,4,1.0,0,0,19.85,1975,0,1,Residential,15600000,50,4850.746268656716,8
Nawala,1487,1,4,4,1.0,0,0,8.06,2000,1,1,Residential,54800000,25,36852.723604572966,8
Nawala,3704,3,2,2,1.0,0,1,9.4,1995,0,0,Commercial,75600000,30,20410.36717062635,4
Nawala,649,3,4,1,1.0,0,2,23.24,2015,0,0,Residential,26100000,10,40215.71648690293,5
Nawala,4551,1,5,4,1.0,0,0,23.04,1998,0,0,Residential,24800000,27,5449.351790815205,9
Nawala,4160,3,1,2,1.0,0,0,6.71,2013,0,0,Residential,33400000,12,8028.846153846154,3
Nawala,618,2,2,2,1.0,1,1,4.41,1990,0,0,Residential,45500000,35,73624.59546925567,4
Nawala,5421,1,4,2,1.0,0,0,9.45,2006,0,0,Residential,76000000,19,14019.553587898912,6
Nawala,2073,1,5,4,1.0,1,1,15.8,1990,0,1,Commercial,67300000,35,32465.02653159672,9
Nawala,4661,2,3,4,1.0,1,2,22.29,1987,0,1,Residential,84900000,38,18214.97532718301,7
Nawala,3206,2,4,4,1.0,1,2,5.61,2016,0,0,Residential,90500000,9,28228.321896444166,8
Nawala,1051,2,1,4,1.0,0,1,12.13,2006,0,0,Residential,91300000,19,86869.64795432921,5
Nawala,5860,3,1,3,1.0,0,2,8.98,2015,0,0,Residential,49800000,10,8498.293515358362,4
Nawala,5803,1,4,2,1.0,1,1,3.33,2018,0,0,Residential,59700000,7,10287.782181630191,6
Nawala,4365,3,4,3,1.0,0,0,20.35,1998,0,1,Residential,86900000,27,19908.36197021764,7
Nawala,3038,2,5,2,1.0,0,2,20.89,1987,1,0,Residential,40200000,38,13232.389730085582,7
Nawala,4910,3,4,4,1.0,1,0,7.87,1985,0,0,Residential,54500000,40,11099.79633401222,8
Nawala,2149,2,3,4,1.0,0,0,6.33,1989,1,0,Residential,7490000,36,3485.342019543974,7
Nawala,4074,3,5,3,1.0,1,1,6.18,1984,0,0,Residential,6310000,41,1548.8463426607757,8
Nawala,727,3,2,1,1.0,1,2,13.21,2016,0,0,Residential,97800000,9,134525.447042641,3
Nawala,5455,2,3,4,1.0,1,2,8.42,2015,0,0,Residential,16300000,10,2988.084326306141,7
Nawala,3361,3,5,1,1.0,1,0,14.25,1977,0,0,Residential,43400000,48,12912.823564415352,6
Nawala,5056,1,5,2,1.0,0,0,11.47,1990,0,1,Residential,13300000,35,2630.5379746835442,7
Nawala,5264,3,1,3,1.0,1,1,7.64,2018,1,0,Residential,39800000,7,7560.790273556231,4
Nawala,2015,3,5,1,1.0,0,2,19.53,1991,0,0,Residential,42100000,34,20893.30024813896,6
Nawala,801,1,3,1,1.0,0,1,6.31,1999,0,0,Residential,62200000,26,77652.93383270911,4
Nawala,2969,2,4,4,1.0,0,1,20.58,2004,0,0,Residential,29600000,21,9969.68676321994,8
Nawala,1117,1,3,1,1.0,0,1,15.35,2021,0,0,Residential,40300000,4,36078.782452999105,4
Nawala,1941,3,2,1,1.0,1,2,21.3,2009,0,1,Residential,80800000,16,41628.026790314274,3
Nawala,5376,2,5,2,1.0,1,1,3.1,2011,1,0,Residential,50400000,14,9375.0,7
Nawala,2588,3,5,3,1.0,1,2,19.48,1987,0,0,Residential,23100000,38,8925.811437403401,8
Nawala,4145,3,5,4,1.0,1,1,4.13,1998,0,0,Commercial,84500000,27,20386.007237635706,9
Nawala,5120,1,5,4,1.0,1,0,23.9,2012,1,0,Residential,74600000,13,14570.3125,9
Nawala,4402,1,1,1,1.0,0,1,18.46,2000,0,0,Residential,69600000,25,15810.995002271695,2
Nawala,3875,2,1,2,1.0,1,1,10.04,1983,0,0,Residential,5560000,42,1434.8387096774193,3
Nawala,4254,2,4,1,1.0,0,2,10.04,1993,1,0,Residential,19600000,32,4607.42830277386,5
Nawala,3034,2,5,1,1.0,0,0,21.95,2002,0,1,Residential,53400000,23,17600.527356624916,6
Nawala,5473,3,2,4,1.0,1,0,22.86,1981,0,0,Residential,55500000,44,10140.690663255984,6
Nawala,807,1,4,1,1.0,0,2,22.61,2019,1,0,Commercial,60700000,6,75216.85254027261,5
Nawala,3233,1,5,1,1.0,0,2,20.79,1996,0,0,Residential,14200000,29,4392.205381998144,6
Nawala,4717,1,1,2,1.0,1,0,21.02,2004,0,0,Residential,64400000,21,13652.745389018444,3
Nawala,753,2,2,4,1.0,1,2,15.6,2011,0,0,Residential,64400000,14,85524.56839309429,6
Nawala,3966,1,4,3,1.0,1,0,3.62,1990,0,0,Residential,44600000,35,11245.58749369642,7
Nawala,4914,1,2,2,1.0,0,1,4.91,2010,0,0,Residential,87000000,15,17704.517704517704,4
Nawala,5364,1,5,2,1.0,1,1,17.29,1979,0,0,Residential,12300000,46,2293.0648769574946,7
Nawala,2118,2,3,2,1.0,1,0,11.83,2003,0,0,Residential,51700000,22,24409.82058545798,5
Nawala,3200,1,2,4,1.0,0,0,15.48,1997,0,0,Residential,44400000,28,13875.0,6
Nawala,5645,2,2,1,1.0,1,1,8.08,1980,0,0,Commercial,72100000,45,12772.364924712134,3
Nawala,2795,1,1,3,1.0,0,1,17.29,2010,0,0,Residential,23800000,15,8515.20572450805,4
Nawala,5098,1,5,4,1.0,0,0,8.34,2007,0,0,Residential,57500000,18,11278.932914868576,9
Nawala,5291,1,2,1,1.0,1,2,13.14,2023,0,1,Residential,99700000,2,18843.318843318844,3
Nawala,4154,2,5,2,1.0,0,2,13.53,2015,0,0,Residential,49700000,10,11964.37168993741,7
Nawala,3014,2,1,4,1.0,0,0,6.91,1990,0,0,Residential,41600000,35,13802.256138022562,5
Nawala,3449,1,5,1,1.0,1,2,22.28,2008,0,0,Residential,52600000,17,15250.797332560162,6
Nawala,5853,3,1,3,1.0,1,1,14.57,2017,0,0,Commercial,43200000,8,7380.830343413634,4
Nawala,2342,2,1,3,1.0,1,1,22.07,2000,0,0,Residential,80600000,25,34415.02988898377,4
Nawala,1906,2,4,1,1.0,0,2,8.78,2011,0,1,Residential,11100000,14,5823.714585519412,5
Nawala,4449,1,5,4,1.0,0,0,6.79,1987,0,0,Residential,56700000,38,12744.436952124073,9
Nawala,4768,3,3,2,1.0,1,1,3.4,1991,1,0,Residential,86300000,34,18099.8322147651,5
Nawala,5176,1,4,1,1.0,1,1,5.07,2006,0,1,Residential,36100000,19,6974.497681607419,5
Nawala,5255,2,1,2,1.0,1,1,6.24,2006,0,0,Residential,8310000,19,1581.3510941960037,3
Nawala,5440,2,3,3,1.0,0,2,4.73,2002,0,0,Residential,58100000,23,10680.14705882353,6
Nawala,4795,1,2,1,1.0,1,0,22.73,2003,0,1,Commercial,46700000,22,9739.311783107403,3
Nawala,5778,1,2,3,1.0,0,2,23.05,1999,0,1,Residential,52600000,26,9103.49601938387,5
Nawala,3155,3,4,2,1.0,1,0,23.62,2021,1,0,Residential,56500000,4,17908.0824088748,6
Nawala,2905,3,3,2,1.0,0,0,24.12,1996,1,0,Residential,97400000,29,33528.399311531844,5
Nawala,5108,2,5,1,1.0,0,2,13.82,2001,0,0,Residential,35000000,24,6851.996867658575,6
Nawala,1688,3,3,1,1.0,1,1,14.66,2018,0,0,Residential,57100000,7,33827.01421800948,4
Nawala,3242,3,4,1,1.0,0,0,5.88,2012,0,1,Residential,84900000,13,26187.538556446638,5
Nawala,1777,2,5,3,1.0,0,2,6.02,1994,0,1,Residential,69300000,31,38998.31176139561,8
Nawala,5516,2,5,2,1.0,1,1,20.0,2019,0,1,Commercial,90000000,6,16316.171138506164,7
Nawala,5357,2,2,2,1.0,1,0,21.83,1998,0,0,Residential,63700000,27,11890.983759566921,4
Nawala,3594,2,3,3,1.0,0,0,20.26,2021,0,0,Residential,76200000,4,21202.003338898165,6
Nawala,1159,1,5,1,1.0,0,1,21.36,2021,0,0,Commercial,10400000,4,8973.2528041415,6
Nawala,3564,2,4,4,1.0,0,0,9.08,1982,0,1,Residential,66500000,43,18658.810325476992,8
Nawala,1871,2,2,1,1.0,1,2,13.25,1988,0,1,Residential,65900000,37,35221.80652057723,3
Nawala,2413,2,5,4,1.0,0,0,13.1,2013,0,0,Residential,76100000,12,31537.505180273518,9
Nawala,3515,3,3,4,1.0,0,0,24.9,1988,0,0,Residential,85000000,37,24182.07681365576,7
Nawala,1209,2,2,3,1.0,1,1,23.88,1979,0,0,Residential,76800000,46,63523.573200992556,5
Nawala,3061,1,3,2,1.0,1,2,16.17,2021,0,1,Commercial,76300000,4,24926.494609604706,5
Nawala,4720,1,3,2,1.0,1,1,6.04,1995,0,0,Residential,6580000,30,1394.0677966101696,5
Nawala,883,2,3,2,1.0,1,2,8.69,1989,0,0,Residential,58000000,36,65685.16421291053,5
Nawala,3528,1,2,2,1.0,1,1,11.0,2010,0,0,Residential,58000000,15,16439.909297052152,4
Nawala,4996,3,5,3,1.0,0,0,22.21,2007,0,1,Residential,94400000,18,18895.1160928743,8
Nawala,1691,2,1,4,1.0,0,2,6.75,1991,0,1,Residential,20400000,34,12063.867534003548,5
Nawala,5726,1,5,2,1.0,0,2,7.83,1994,0,0,Residential,80500000,31,14058.679706601468,7
Nawala,1416,1,2,4,1.0,1,0,10.69,1975,0,1,Residential,71900000,50,50776.83615819209,6
Nawala,682,2,1,3,1.0,1,1,23.39,1990,1,0,Residential,79100000,35,115982.40469208211,4
Padukka,2520,1,1,1,1.0,1,2,14.08,2019,0,1,Residential,33900000,6,13452.380952380952,2
Padukka,4091,2,1,3,1.0,0,0,17.23,1992,0,1,Residential,27800000,33,6795.404546565632,4
Padukka,3744,1,4,2,1.0,1,0,11.52,1984,0,0,Residential,16700000,41,4460.470085470086,6
Padukka,2693,3,2,1,1.0,1,2,7.15,1997,0,0,Residential,71200000,28,26438.91570738953,3
Padukka,5313,1,4,3,1.0,1,2,7.9,1992,0,1,Residential,52900000,33,9956.709956709956,7
Padukka,775,1,1,3,1.0,0,2,20.66,2023,0,1,Commercial,51500000,2,66451.6129032258,4
Padukka,5885,2,4,4,1.0,1,0,22.66,1983,0,0,Residential,43600000,42,7408.666100254885,8
Padukka,3304,1,4,3,1.0,1,1,13.85,2020,0,0,Residential,53000000,5,16041.162227602905,7
Padukka,5537,2,2,1,1.0,0,1,10.85,2004,0,0,Residential,96300000,21,17392.08957919451,3
Padukka,969,3,3,3,1.0,1,2,20.77,1987,0,0,Residential,11700000,38,12074.303405572755,6
Padukka,2418,2,4,2,1.0,1,0,17.81,2005,1,0,Residential,95200000,20,39371.38130686518,6
Padukka,2701,2,4,4,1.0,1,0,3.9,2020,0,0,Residential,65700000,5,24324.324324324323,8
Padukka,5385,1,1,1,1.0,0,2,10.72,2017,0,0,Commercial,88300000,8,16397.400185701023,2
Padukka,4090,3,1,1,1.0,1,0,18.01,1987,0,0,Residential,60200000,38,14718.82640586797,2
Padukka,2379,2,1,3,1.0,1,0,15.62,2006,0,0,Residential,13000000,19,5464.48087431694,4
Padukka,1964,1,5,2,1.0,0,0,24.52,1991,0,0,Residential,14600000,34,7433.808553971487,7
Padukka,5062,1,4,4,1.0,0,2,22.05,1977,0,0,Residential,59700000,48,11793.757408139076,8
Padukka,3942,2,1,1,1.0,1,2,4.31,1975,0,0,Residential,70400000,50,17858.954845256216,2
Padukka,5339,1,2,4,1.0,0,2,18.97,1979,0,0,Commercial,77000000,46,14422.17643753512,6
Padukka,4276,2,5,3,1.0,1,1,10.4,2006,0,0,Residential,89100000,19,20837.231057062676,8
Padukka,3026,2,3,2,1.0,0,1,18.01,1999,0,0,Residential,45400000,26,15003.304692663582,5
Padukka,672,2,4,3,1.0,1,2,16.58,2019,0,0,Residential,46500000,6,69196.42857142857,7
Padukka,3562,3,4,4,1.0,1,0,14.07,1979,0,0,Residential,86800000,46,24368.332397529477,8
Padukka,5967,2,2,3,1.0,1,0,21.76,2011,0,1,Residential,75400000,14,12636.165577342048,5
Padukka,1459,1,3,4,1.0,0,2,18.59,1997,0,0,Residential,82900000,28,56819.73954763536,7
Padukka,4456,3,3,1,1.0,0,0,22.57,1986,0,0,Commercial,80300000,39,18020.64631956912,4
Padukka,4738,1,5,1,1.0,1,0,9.2,2008,0,0,Residential,35300000,17,7450.4010130856905,6
Padukka,3024,3,4,3,1.0,1,1,10.66,1997,0,0,Commercial,23900000,28,7903.439153439153,7
Padukka,1664,3,1,1,1.0,1,0,16.68,1990,1,1,Residential,87200000,35,52403.846153846156,2
Padukka,2817,3,2,4,1.0,1,0,24.26,2023,1,1,Commercial,47900000,2,17003.904863329783,6
Padukka,4617,3,2,1,1.0,0,2,11.17,1979,0,1,Commercial,87200000,46,18886.722980290233,3
Padukka,2859,1,2,2,1.0,0,1,3.71,2018,1,1,Residential,29900000,7,10458.202168590416,4
Padukka,4351,2,2,2,1.0,1,1,12.81,2021,0,0,Residential,46000000,4,10572.282233969203,4
Padukka,2686,1,1,3,1.0,0,0,14.97,2002,0,0,Commercial,62200000,23,23157.11094564408,4
Padukka,968,2,1,3,1.0,0,2,20.62,1980,0,0,Residential,74400000,45,76859.5041322314,4
Padukka,3404,1,5,3,1.0,0,1,19.03,1987,0,0,Residential,92400000,38,27144.535840188015,8
Padukka,750,3,4,3,1.0,1,1,24.22,2017,1,0,Residential,34400000,8,45866.666666666664,7
Padukka,1734,3,1,4,1.0,1,0,20.22,2004,0,1,Residential,64300000,21,37081.89158016148,5
Padukka,5766,2,5,4,1.0,0,1,9.57,2000,0,0,Residential,64600000,25,11203.607353451265,9
Padukka,5719,2,3,2,1.0,0,2,17.11,1991,0,1,Residential,14800000,34,2587.8650113656236,5
Padukka,3384,1,4,4,1.0,1,2,17.79,1983,0,0,Residential,18100000,42,5348.69976359338,8
Padukka,4764,2,1,1,1.0,1,1,24.96,1990,0,0,Residential,35100000,35,7367.758186397985,2
Padukka,2946,1,3,2,1.0,1,2,6.05,2023,0,0,Residential,94300000,2,32009.504412763068,5
Padukka,5639,2,5,3,1.0,0,2,7.21,1992,0,1,Commercial,38900000,33,6898.386238694804,8
Padukka,5497,2,1,3,1.0,0,0,6.42,1987,0,0,Residential,81400000,38,14808.077132981627,4
Padukka,2850,2,1,4,1.0,0,1,15.96,2003,0,0,Residential,79400000,22,27859.64912280702,5
Padukka,660,3,3,2,1.0,1,1,5.98,2017,0,0,Residential,18100000,8,27424.242424242424,5
Padukka,5641,3,1,4,1.0,1,0,17.43,2019,0,0,Residential,21300000,6,3775.9262542102465,5
Padukka,3610,1,2,4,1.0,1,0,20.68,1998,1,1,Commercial,39900000,27,11052.631578947368,6
Padukka,4501,2,1,4,1.0,1,0,12.52,2019,0,0,Residential,8620000,6,1915.1299711175295,5
Padukka,1937,1,4,2,1.0,1,0,15.34,2018,0,0,Residential,74100000,7,38255.03355704698,6
Padukka,1784,2,3,3,1.0,0,2,23.08,2020,0,0,Residential,50000000,5,28026.905829596413,6
Padukka,5026,3,4,1,1.0,0,2,15.53,1987,0,0,Commercial,9000000,38,1790.6884202148826,5
Padukka,2151,3,5,3,1.0,0,0,7.59,1999,1,1,Residential,10800000,26,5020.92050209205,8
Padukka,5033,2,4,2,1.0,1,1,10.55,2015,0,0,Residential,47300000,10,9397.973375720247,6
Padukka,2229,2,2,3,1.0,0,1,14.66,2020,0,0,Residential,71100000,5,31897.71197846568,5
Padukka,1927,3,2,3,1.0,1,1,6.41,1975,0,0,Residential,91200000,50,47327.45199792423,5
Padukka,2126,3,4,1,1.0,0,0,16.48,1983,0,0,Residential,72600000,42,34148.63593603011,5
Padukka,2273,1,5,3,1.0,0,2,24.98,1978,0,0,Residential,72000000,47,31676.198856137264,8
Padukka,1961,3,1,3,1.0,1,2,17.36,2002,0,0,Residential,43200000,23,22029.57674655788,4
Padukka,2173,2,2,3,1.0,0,2,11.19,1986,0,0,Residential,86700000,39,39898.75747814082,5
Padukka,3286,1,4,4,1.0,0,2,10.3,1998,0,0,Residential,66700000,27,20298.234936092515,8
Padukka,4970,2,4,2,1.0,0,1,23.5,2020,0,0,Residential,80300000,5,16156.941649899396,6
Padukka,5883,1,4,2,1.0,0,1,22.17,1983,0,0,Residential,55500000,42,9433.962264150943,6
Padukka,2966,2,1,1,1.0,0,2,13.39,2009,0,0,Residential,34100000,16,11496.965610249494,2
Padukka,4357,3,3,4,1.0,0,0,10.78,2012,0,0,Residential,73800000,13,16938.260270828552,7
Padukka,3034,2,5,4,1.0,0,2,18.63,2009,0,0,Commercial,39400000,16,12986.156888595913,9
Padukka,2593,1,3,3,1.0,1,2,9.92,2007,0,1,Residential,66600000,18,25684.535287311995,6
Padukka,1469,2,5,2,1.0,0,0,5.63,2009,0,1,Residential,37000000,16,25187.20217835262,7
Padukka,1614,1,5,1,1.0,1,2,9.82,2020,0,1,Residential,6360000,5,3940.5204460966543,6
Padukka,2511,2,4,4,1.0,0,1,12.55,1994,0,0,Commercial,23000000,31,9159.697331740343,8
Padukka,1202,3,2,3,1.0,1,0,8.62,1976,0,0,Residential,17200000,49,14309.484193011647,5
Padukka,4421,3,4,1,1.0,1,0,7.77,2018,0,0,Residential,9010000,7,2038.0004523863379,5
Padukka,1290,2,1,4,1.0,0,2,3.14,2000,0,0,Residential,19300000,25,14961.24031007752,5
Padukka,1093,2,5,1,1.0,1,1,16.88,2016,0,0,Residential,51600000,9,47209.51509606587,6
Padukka,1089,2,2,4,1.0,1,1,16.52,1987,0,1,Residential,50900000,38,46740.128558310375,6
Padukka,3156,1,5,1,1.0,0,1,7.14,2004,0,0,Residential,22400000,21,7097.591888466413,6
Padukka,5085,2,5,4,1.0,1,2,23.76,2006,0,1,Residential,54200000,19,10658.800393313668,9
Padukka,894,2,4,4,1.0,0,2,12.01,2010,0,0,Residential,75600000,15,84563.75838926174,8
Padukka,4627,1,2,1,1.0,1,1,3.56,1993,0,0,Residential,19800000,32,4279.230602982494,3
Padukka,3443,3,2,4,1.0,1,2,7.83,1996,0,0,Residential,78300000,29,22741.79494626779,6
Padukka,3512,2,5,4,1.0,1,1,18.23,1975,0,0,Residential,10900000,50,3103.644646924829,9
Padukka,2317,2,2,4,1.0,1,2,7.44,1985,1,1,Commercial,79300000,40,34225.29132498921,6
Padukka,3196,3,2,1,1.0,0,0,4.19,2000,0,0,Residential,44900000,25,14048.811013767208,3
Padukka,5344,3,4,1,1.0,0,0,16.59,2022,0,1,Residential,89600000,3,16766.467065868263,5
Padukka,2473,1,3,4,1.0,0,2,14.4,1993,0,0,Residential,61600000,32,24909.017387788113,7
Padukka,5263,2,1,4,1.0,0,2,19.75,1993,0,0,Residential,26300000,32,4997.149914497435,5
Padukka,3858,2,3,1,1.0,0,1,20.0,1986,0,0,Residential,21800000,39,5650.596163815449,4
Padukka,3417,1,2,3,1.0,1,0,24.12,1977,0,0,Residential,38800000,48,11354.989757096868,5
Padukka,1044,3,5,4,1.0,0,1,4.25,1992,0,0,Commercial,91800000,33,87931.03448275862,9
Padukka,4241,1,1,3,1.0,1,2,3.86,2023,0,0,Residential,65000000,2,15326.57392124499,4
Padukka,5058,3,1,1,1.0,0,1,24.72,1979,0,1,Residential,40800000,46,8066.429418742586,2
Padukka,5907,1,5,4,1.0,0,1,17.19,2022,0,0,Residential,10500000,3,1777.5520568816657,9
Padukka,1341,3,1,3,1.0,0,2,18.74,1998,0,0,Residential,79800000,27,59507.82997762864,4
Padukka,2641,1,5,1,1.0,0,0,5.12,1988,0,0,Residential,13500000,37,5111.700113593336,6
Padukka,1279,3,1,3,1.0,1,1,4.54,2012,0,0,Residential,31400000,13,24550.430023455825,4
Padukka,3067,3,3,2,1.0,0,2,6.53,1977,0,0,Residential,75700000,48,24682.09977176394,5
Padukka,4297,3,1,1,1.0,1,1,12.4,1980,0,0,Commercial,50700000,45,11798.92948568769,2
Padukka,1958,3,4,2,1.0,1,2,5.42,1986,1,0,Residential,51400000,39,26251.276813074564,6
Padukka,662,3,5,1,1.0,0,2,12.82,1985,0,0,Residential,23800000,40,35951.66163141994,6
Pannipitiya,3159,2,1,1,1.0,1,2,15.35,2013,1,0,Commercial,58500000,12,18518.51851851852,2
Pannipitiya,5858,3,5,4,1.0,1,0,3.01,2000,0,0,Residential,44900000,25,7664.731990440423,9
Pannipitiya,4369,2,4,2,1.0,0,0,5.51,1975,1,1,Residential,39400000,50,9018.081940947584,6
Pannipitiya,5924,3,1,2,1.0,1,2,11.25,1990,0,0,Residential,78200000,35,13200.540175557057,3
Pannipitiya,4951,2,1,2,1.0,0,0,4.17,2022,0,1,Residential,62100000,3,12542.920622096546,3
Pannipitiya,734,2,4,1,1.0,0,1,5.94,2023,0,0,Residential,39400000,2,53678.474114441415,5
Pannipitiya,4244,1,4,2,1.0,1,0,8.1,2021,0,1,Residential,12800000,4,3016.0226201696514,6
Pannipitiya,5570,3,4,2,1.0,1,0,12.45,1983,0,0,Commercial,20900000,42,3752.2441651705567,6
Pannipitiya,5517,1,5,4,1.0,1,1,18.73,1979,0,1,Residential,24400000,46,4422.693492840312,9
Pannipitiya,2735,1,4,3,1.0,1,1,5.92,1982,0,0,Residential,51900000,43,18976.234003656307,7
Pannipitiya,3878,3,5,3,1.0,1,1,19.24,1995,0,0,Residential,11500000,30,2965.44610624033,8
Pannipitiya,1422,1,3,2,1.0,1,2,21.81,2007,0,1,Residential,49400000,18,34739.80309423347,5
Pannipitiya,3674,3,1,2,1.0,1,1,17.33,2013,0,0,Residential,11800000,12,3211.758301578661,3
Pannipitiya,5669,1,1,2,1.0,0,1,3.96,2017,0,0,Residential,22500000,8,3968.9539601340625,3
Pannipitiya,3581,3,2,2,1.0,0,1,12.69,1994,0,0,Residential,31800000,31,8880.201061156102,4
Pannipitiya,720,3,3,3,1.0,0,2,17.52,2019,1,0,Residential,72800000,6,101111.11111111111,6
Pannipitiya,2237,3,4,4,1.0,1,0,24.53,1996,0,0,Residential,46500000,29,20786.767992847563,8
Pannipitiya,5703,2,4,1,1.0,1,2,23.94,1987,0,0,Residential,8200000,38,1437.8397334736103,5
Pannipitiya,1524,1,3,2,1.0,1,0,11.71,2013,0,0,Residential,84100000,12,55183.72703412073,5
Pannipitiya,1244,2,4,2,1.0,0,1,16.55,1985,0,0,Residential,69800000,40,56109.32475884244,6
Pannipitiya,2632,1,2,3,1.0,0,2,22.6,1992,0,0,Residential,18500000,33,7028.87537993921,5
Pannipitiya,3361,1,5,2,1.0,0,2,21.28,2004,0,0,Residential,99500000,21,29604.284439155013,7
Pannipitiya,2668,1,1,4,1.0,1,0,13.55,2007,0,1,Residential,26800000,18,10044.977511244379,5
Pannipitiya,841,2,3,4,1.0,0,2,8.75,2018,0,0,Residential,81800000,7,97265.16052318669,7
Pannipitiya,3268,1,1,2,1.0,0,2,6.02,1977,0,1,Residential,79100000,48,24204.40636474908,3
Pannipitiya,1402,2,5,3,1.0,1,0,13.74,1975,0,0,Residential,85700000,50,61126.96148359487,8
Pannipitiya,5659,3,3,2,1.0,0,2,18.9,2010,0,1,Residential,20800000,15,3675.5610531896095,5
Pannipitiya,4764,1,5,2,1.0,0,2,24.33,1980,0,0,Residential,53000000,45,11125.104953820319,7
Pannipitiya,5848,1,4,3,1.0,0,1,21.96,2011,1,0,Residential,34300000,14,5865.253077975376,7
Pannipitiya,795,3,4,4,1.0,1,1,7.49,2003,0,1,Residential,80700000,22,101509.43396226416,8
Pannipitiya,2787,3,4,1,1.0,0,1,18.84,1985,1,1,Residential,37600000,40,13491.209185504127,5
Pannipitiya,4115,1,5,2,1.0,1,1,9.36,1987,0,1,Residential,99900000,38,24277.03523693803,7
Pannipitiya,2930,3,5,4,1.0,1,1,18.04,1985,1,0,Residential,11200000,40,3822.5255972696245,9
Pannipitiya,2959,2,5,2,1.0,0,2,17.65,2012,0,0,Residential,23400000,13,7908.077053058466,7
Pannipitiya,5441,2,1,1,1.0,0,2,8.99,1999,0,0,Residential,40500000,26,7443.484653556332,2
Pannipitiya,4206,1,5,3,1.0,1,1,8.16,1989,0,1,Residential,94400000,36,22444.127436994768,8
Pannipitiya,876,2,4,4,1.0,1,0,5.29,1987,0,0,Residential,98200000,38,112100.45662100456,8
Pannipitiya,660,2,2,1,1.0,1,1,4.11,2016,1,0,Residential,26300000,9,39848.48484848485,3
Pannipitiya,3990,1,5,2,1.0,1,2,21.89,2007,0,0,Residential,7890000,18,1977.4436090225563,7
Pannipitiya,2513,3,2,1,1.0,1,0,4.1,1987,0,1,Residential,93100000,38,37047.35376044568,3
Pannipitiya,4527,1,4,4,1.0,0,1,4.95,2012,0,0,Residential,92200000,13,20366.688756350784,8
